Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,Sales
Lenovo,Notebook,4,2.2,9.964522443,0,0,141.2119981,AMD Processor,0,128,AMD,Windows,29399
Acer,Notebook,4,2.1,9.954446791,0,0,100.4546699,AMD Processor,1000,0,AMD,Windows,20272
Dell,Gaming,16,2.65,11.18267988,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,29126
HP,Ultrabook,8,1.83,10.52521177,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,29273
HP,Notebook,8,1.96,10.37080593,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,29308
Asus,Gaming,16,2.2,11.25418997,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,29110
Dell,Ultrabook,8,1.21,11.38348535,0,1,165.6321181,Intel Core i7,0,256,Intel,Windows,34551
Asus,Gaming,8,2.45,10.52521177,0,0,141.2119981,AMD Processor,1000,0,AMD,Windows,29273
Acer,Notebook,8,2.2,10.5108023,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,29277
HP,Notebook,16,1.49,11.06313473,0,0,165.6321181,Intel Core i7,0,512,Intel,Windows,34623
Dell,Gaming,8,2.65,11.06146249,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,29153
Asus,Ultrabook,8,1.25,10.93115363,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,32797
Acer,2 in 1 Convertible,8,1.5,10.71726172,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows,34700
Dell,Notebook,8,2.2,10.372324,0,0,141.2119981,Intel Core i7,1000,0,AMD,Others,29308
Dell,Notebook,4,2.2,10.15970992,0,0,141.2119981,Intel Core i3,0,256,AMD,Others,29355
Asus,Notebook,6,2,10.33340329,0,0,141.2119981,Intel Core i3,0,256,Nvidia,Windows,29316
HP,Gaming,12,2.62,11.10565954,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,29143
HP,Notebook,8,1.91,10.55342238,0,0,141.2119981,Intel Core i7,0,256,AMD,Windows,29267
HP,Notebook,4,2.1,9.830632948,0,0,141.2119981,AMD Processor,500,0,AMD,Windows,29429
Dell,Notebook,8,2.2,10.44790732,0,0,141.2119981,Intel Core i5,1000,0,AMD,Others,29291
HP,Ultrabook,8,1.38,10.99575173,0,1,165.6321181,Intel Core i7,0,256,Nvidia,Windows,34638
Microsoft,Ultrabook,8,1.252,11.17598592,1,0,200.8425599,Intel Core i5,0,256,Intel,Windows,42485
HP,Notebook,6,1.58,10.46628456,0,1,157.3505121,Intel Core i5,0,256,Nvidia,Windows,32902
Lenovo,Notebook,4,1.85,10.00359855,0,0,141.2119981,Intel Core i3,1000,0,Intel,Windows,29390
Asus,Ultrabook,8,1.3,11.05978745,0,1,157.3505121,Intel Core i7,0,256,Nvidia,Windows,32769
MSI,Gaming,16,2.2,11.14491104,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,29135
Lenovo,Notebook,8,1.58,11.27535839,0,1,157.3505121,Intel Core i7,0,256,Intel,Windows,32720
Asus,Ultrabook,16,1.5,11.11601407,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,29141
Dell,Ultrabook,8,1.23,11.2046749,1,0,276.0535301,Intel Core i7,0,256,Intel,Windows,59326
Lenovo,2 in 1 Convertible,8,1.37,11.219074,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows,34588
HP,Notebook,4,1.63,10.55758617,0,1,111.9352036,Intel Core i5,500,0,Intel,Windows,22708
Dell,Ultrabook,8,1.21,11.37128263,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows,34554
HP,2 in 1 Convertible,8,1.26,11.21906685,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows,34588
HP,Notebook,8,1.63,10.96397421,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,32790
Dell,Notebook,8,2.16,11.00582593,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,29166
Asus,Notebook,4,2,10.31061528,0,0,127.3356746,Intel Core i3,1000,0,Nvidia,Windows,26213
Asus,Notebook,8,1.7,10.99485768,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,29168
Acer,Notebook,6,2.1,10.14726162,1,1,141.2119981,Intel Core i3,1000,0,Intel,Windows,29358
MSI,Gaming,16,1.8,11.69046159,0,0,141.2119981,Intel Core i7,2000,256,Nvidia,Windows,29012
Lenovo,Notebook,8,2.2,10.41969228,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Others,29297
HP,Notebook,16,2.5,11.1231203,0,0,127.3356746,Intel Core i7,0,512,Nvidia,Windows,26031
Acer,Notebook,4,2.1,10.08702837,0,0,100.4546699,AMD Processor,0,256,AMD,Windows,20242
HP,Notebook,4,1.86,9.532389088,0,0,100.4546699,Other Intel Processor,500,0,Intel,Others,20366
HP,Notebook,8,1.63,10.67506137,0,0,157.3505121,Intel Core i5,1000,0,Intel,Windows,32855
Asus,Notebook,4,1.65,9.603146168,0,0,111.9352036,AMD Processor,0,64,AMD,Windows,22922
Dell,Notebook,16,2.8,11.21692731,0,0,127.3356746,Intel Core i7,2000,256,AMD,Windows,26010
HP,Notebook,8,2.5,10.80859276,0,0,127.3356746,Intel Core i5,0,256,Intel,Windows,26102
Dell,Notebook,8,2.36,10.43544983,0,0,100.4546699,Intel Core i5,1000,0,AMD,Windows,20164
Dell,Notebook,4,2.2,10.08258391,0,0,141.2119981,Intel Core i3,1000,0,AMD,Windows,29372
Acer,Ultrabook,8,1.6,10.76001809,0,1,157.3505121,Intel Core i7,0,256,Intel,Windows,32836
Acer,Notebook,4,2.2,10.32470002,0,0,141.2119981,Intel Core i3,0,256,Nvidia,Windows,29318
HP,Notebook,8,2.05,10.36915178,0,0,100.4546699,Intel Core i7,1000,0,Intel,Windows,20179
HP,Notebook,8,1.63,10.87124372,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,32811
Lenovo,Notebook,4,1.9,9.506417666,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,20372
Asus,Gaming,8,3,10.81931098,0,0,127.3356746,Intel Core i5,1000,128,Nvidia,Windows,26099
Lenovo,Notebook,4,2.2,10.18816712,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Others,29349
HP,Notebook,4,1.32,10.52521177,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows,34743
Acer,Notebook,4,3,10.46019626,0,1,127.3356746,Intel Core i3,1000,0,Nvidia,Windows,26180
Lenovo,Notebook,8,1.75,10.99308509,0,1,157.3505121,Intel Core i5,0,256,AMD,Windows,32784
Lenovo,Gaming,8,2.4,10.74290415,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Others,29225
Toshiba,Notebook,4,2.1,10.37581847,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,20177
HP,Notebook,4,1.86,9.88635767,0,0,100.4546699,AMD Processor,0,256,AMD,Windows,20287
Asus,Ultrabook,8,1.25,10.97771698,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,32787
HP,Ultrabook,8,0.97,11.5834391,1,1,352.4651472,Other Intel Processor,0,512,Intel,Windows,76357
Asus,Notebook,4,2,9.816202684,0,0,141.2119981,Other Intel Processor,1000,0,Intel,Windows,29432
MSI,Gaming,16,2.9,11.59085937,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,25926
Acer,Notebook,4,2.1,10.07811962,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,20244
Dell,Gaming,16,2.56,11.10586768,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,29143
Dell,Gaming,8,2.62,10.77684406,0,0,141.2119981,Intel Core i7,0,0,Nvidia,Windows,29217
Lenovo,Notebook,4,1.9,10.1861611,0,0,100.4546699,Intel Core i5,0,128,Intel,Windows,20220
MSI,Gaming,16,2.8,11.51989313,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,25942
HP,Ultrabook,4,1.48,10.96212749,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,32790
HP,Notebook,6,1.91,10.4036663,0,0,141.2119981,Intel Core i5,0,256,AMD,Windows,29301
Lenovo,2 in 1 Convertible,4,1.74,10.41969228,1,1,157.3505121,Intel Core i3,0,256,Intel,Windows,32912
Asus,2 in 1 Convertible,8,1.1,11.15715297,1,0,165.6321181,Intel Core i5,0,256,Intel,Windows,34602
Dell,2 in 1 Convertible,8,1.56,10.93115363,1,0,141.2119981,Intel Core i7,0,256,Intel,Windows,29182
Toshiba,Notebook,4,2.1,10.07811962,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,20244
Asus,Notebook,4,2.03,9.974497588,0,0,100.4546699,AMD Processor,1000,0,AMD,Windows,20267
Acer,Notebook,4,3,10.6664033,0,1,127.3356746,Intel Core i5,0,256,Nvidia,Windows,26133
Dell,Notebook,8,2.13,10.56586207,0,0,141.2119981,Intel Core i5,0,256,AMD,Windows,29264
Lenovo,Gaming,16,2.5,10.95935099,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,29176
Acer,Notebook,4,2.1,9.827763506,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows,20300
MSI,Gaming,16,2.4,11.47054726,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,29062
Acer,Notebook,4,2.1,9.871367833,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows,20290
Dell,Gaming,8,2.56,10.94204737,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,29180
Acer,Notebook,8,3,10.72549222,0,1,127.3356746,Intel Core i5,0,256,Nvidia,Windows,26120
HP,Notebook,4,1.49,10.60095339,0,1,165.6321181,Intel Core i5,500,0,Intel,Windows,34726
Huawei,Ultrabook,8,1.05,11.18267988,0,1,199.6920706,Intel Core i5,0,256,Intel,Windows,42226
HP,Notebook,6,2.71,10.52521177,0,1,127.3356746,Intel Core i5,2000,0,AMD,Windows,26165
Lenovo,Notebook,4,2.2,9.708902303,0,0,100.4546699,AMD Processor,500,0,AMD,Others,20327
Toshiba,Notebook,4,2,10.16792352,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,20224
HP,Notebook,8,2.5,10.80319026,0,0,127.3356746,Intel Core i5,0,256,Nvidia,Windows,26103
Dell,Notebook,8,2.3,10.10461124,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,20238
Acer,Notebook,4,2.1,10.08258391,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows,20243
MSI,Gaming,32,4.4,11.91257852,0,0,119.7232158,Intel Core i7,1000,512,Nvidia,Windows,24149
Lenovo,Notebook,8,1.9,10.67629214,0,0,141.2119981,Intel Core i5,1000,128,AMD,Windows,29239
HP,2 in 1 Convertible,8,1.29,11.28811452,1,1,331.2642361,Intel Core i5,0,256,Intel,Windows,71674
Dell,Notebook,16,2.02,10.93115363,0,0,141.2119981,Intel Core i7,2000,256,AMD,Others,29182
Dell,Ultrabook,8,1.23,11.219074,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,34588
Lenovo,2 in 1 Convertible,16,1.4,11.49796126,1,1,316.9650604,Intel Core i7,0,512,Intel,Windows,68424
Toshiba,Notebook,8,2,10.65138425,0,0,100.4546699,Intel Core i5,0,128,Intel,Windows,20115
Xiaomi,Notebook,8,1.95,11.06480418,0,1,141.2119981,Intel Core i5,0,256,Nvidia,Others,29152
Dell,Notebook,16,2.77,11.32092587,1,0,127.3356746,Intel Core i7,0,512,Nvidia,Windows,25987
Dell,Notebook,16,2.06,11.75753426,1,0,282.4239962,Intel Core i7,0,512,Nvidia,Windows,60629
Lenovo,Gaming,8,2.4,10.63357207,0,1,141.2119981,Intel Core i5,0,256,Nvidia,Others,29249
Acer,Ultrabook,8,1.12,10.87225536,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows,34666
Dell,Notebook,8,2.8,10.96489629,0,0,127.3356746,Intel Core i7,1000,128,AMD,Windows,26067
Lenovo,2 in 1 Convertible,16,1.42,11.92147062,1,0,209.8006829,Intel Core i7,0,1000,Intel,Windows,44324
Vero,Notebook,4,1.3,9.536242657,0,1,157.3505121,Other Intel Processor,0,0,Intel,Windows,33110
Xiaomi,Ultrabook,8,1.3,10.8832163,0,1,165.6321181,Intel Core i5,0,256,Nvidia,Others,34663
Lenovo,Notebook,8,2.8,10.52378013,0,0,106.1130621,Intel Core i5,0,256,Nvidia,Others,21411
Dell,2 in 1 Convertible,8,1.62,10.70777173,1,1,165.6321181,Intel Core i7,1000,0,Intel,Windows,34703
HP,Notebook,8,2.5,10.7933916,0,1,127.3356746,Intel Core i5,1000,0,Nvidia,Windows,26105
Razer,Gaming,32,3.49,12.69144113,1,0,254.6713491,Intel Core i7,0,1000,Nvidia,Windows,54203
HP,Notebook,8,1.49,10.8414521,0,0,165.6321181,Intel Core i5,0,512,Intel,Windows,34673
HP,Gaming,16,3.35,11.2046749,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,26013
HP,Notebook,8,2.5,10.92733319,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows,26075
Dell,Gaming,16,2.65,11.49579558,0,1,282.4239962,Intel Core i7,1000,512,Nvidia,Windows,60687
Lenovo,Notebook,4,2.1,10.1760702,0,0,100.4546699,Intel Core i5,0,128,Intel,Windows,20222
Acer,Notebook,8,2.23,10.58491027,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,29260
Lenovo,Gaming,16,3.2,11.4423605,0,1,141.2119981,Intel Core i7,1000,512,Nvidia,Windows,29068
Dell,Workstation,16,2.8,12.0000959,0,0,282.4239962,Other Intel Processor,1000,256,Nvidia,Windows,60574
Lenovo,Gaming,16,2.4,11.21835895,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Others,29118
Dell,Notebook,6,2.3,10.06006044,1,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,20248
Dell,Ultrabook,8,1.21,11.55063273,1,1,331.2642361,Intel Core i7,0,256,Intel,Windows,71615
Dell,Ultrabook,8,1.2,11.25418997,0,0,165.6321181,Intel Core i7,0,256,Intel,Windows,34580
Lenovo,Notebook,8,2.2,10.36747814,0,0,100.4546699,Intel Core i5,0,256,Intel,Windows,20179
Acer,Notebook,8,2.4,10.63357207,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Others,29249
Asus,Gaming,16,2.9,11.22477608,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,26008
HP,Notebook,4,2.1,9.830632948,0,0,141.2119981,Intel Core i3,500,0,Intel,Others,29429
Lenovo,Notebook,8,2.2,10.28365947,0,0,141.2119981,Intel Core i5,0,256,Intel,Others,29327
Huawei,Ultrabook,8,1.05,11.28811452,0,1,199.6920706,Intel Core i7,0,512,Intel,Windows,42202
Dell,Ultrabook,8,1.4,10.81276508,0,1,165.6321181,Intel Core i7,0,256,AMD,Windows,34679
Lenovo,Notebook,8,2.8,10.35398721,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,Others,21450
HP,Notebook,8,1.63,10.91384551,0,0,157.3505121,Intel Core i7,0,256,Nvidia,Windows,32801
Dell,Ultrabook,8,1.6,11.0222083,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,32777
Dell,2 in 1 Convertible,16,1.62,11.12939483,1,0,165.6321181,Intel Core i7,0,512,Intel,Windows,34608
Dell,Notebook,8,2.2,10.49374915,0,0,141.2119981,Intel Core i5,0,256,AMD,Others,29280
Lenovo,2 in 1 Convertible,8,1.74,10.77684406,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,32832
Toshiba,Ultrabook,8,1.2,11.19300446,0,0,165.6321181,Intel Core i7,0,256,Intel,Windows,34594
HP,Notebook,8,2.1,10.65264449,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,29245
Dell,Gaming,16,4.42,11.78198874,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,25884
Acer,Notebook,8,2.2,10.69939347,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,29234
Dell,Notebook,16,2.3,10.73134159,1,0,141.2119981,Intel Core i7,1000,0,AMD,Windows,29227
Asus,Notebook,8,2,10.620652,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,29252
Asus,Notebook,8,2.69,10.76790545,0,0,127.3356746,Intel Core i5,500,256,Nvidia,Windows,26111
HP,Notebook,8,1.9,11.12154549,0,0,141.2119981,Intel Core i7,1000,0,AMD,Windows,29140
Asus,Notebook,4,2.37,9.96449738,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,20269
HP,Notebook,4,2.1,9.774653681,0,0,100.4546699,AMD Processor,500,0,AMD,Windows,20312
Lenovo,Gaming,16,3.2,11.28811452,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,29102
Dell,Notebook,8,1.6,10.73132995,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,32842
Acer,2 in 1 Convertible,8,1.6,10.5108023,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows,34747
Dell,Notebook,16,2.36,10.77684406,0,0,141.2119981,Intel Core i7,0,256,AMD,Others,29217
Acer,Notebook,4,2.1,9.941707765,0,0,100.4546699,Intel Core i3,1000,0,Intel,Others,20274
Asus,Notebook,4,2.2,10.32993107,0,0,141.2119981,AMD Processor,1000,128,AMD,Windows,29317
Asus,Gaming,32,4.7,12.24172546,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,Windows,25781
Acer,Gaming,8,2.5,10.71608039,0,1,141.2119981,Intel Core i5,0,256,Nvidia,Windows,29231
Lenovo,Notebook,8,2.2,10.35398721,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows,20182
Asus,Notebook,8,2.1,11.01872094,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,26054
Asus,Notebook,8,2.69,10.76565826,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Others,26111
Dell,Gaming,8,2.56,10.75434592,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,29222
Lenovo,2 in 1 Convertible,8,1.38,10.95935099,1,1,158.4825302,Intel Core i7,0,256,Intel,Windows,33045
Dell,Notebook,8,2.2,10.86820267,0,0,141.2119981,Intel Core i7,2000,128,AMD,Windows,29197
HP,Notebook,8,2.04,10.3017105,1,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,20194
Asus,Gaming,16,3.6,11.9815952,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows,25839
HP,Notebook,4,1.49,10.49027372,0,1,165.6321181,Intel Core i5,500,0,Intel,Windows,34751
